,Unnamed: 0,artist,song,lyrics,complexity,swear_words_ratio
929,929,cephalic carnage,fortuitous oddity,[instrumental] ,5.8,0.013157894736842105
930,930,cephalic carnage,friend of mine,"Two years ago, a friend of mine told me to write me a tight ass rhyme and so I, I wrote this rhyme that I am about to say the rhyme is tight and it went this way And I'm on my briefcase wit some crumbled weed shystie niggas keep staring at me I had my 45 and my 44 i put one on my briefcase so them niggas'll know lives get took that's it just like a book do you want a meathook smoke a fat blunt on my couch wit my feet up while you get took fo yo skrill hundred dolla bill take yo pill muthafucka while you bullshitin dis shit is real i ain't no twelve inch can't mix me up in this shit i got full clips and alone i do my shit so trust me you information faulty and i wouldn't eat you cause your meat's too salty i'd rather, step through a fire ring wit some gasoline draws than fuck wit you cause you the type of nigga that'll tell'em everything you saw, wit my big bad forty auto mag twenty sac nigga get yo money back if you don't think you of that sliznack motivated, totally undominated i got that sickness and the remedy, my momma made it easy fo me i didn't have to work fourteen years old in the backseat drinkin o.e. like kirk now just the other day a friend of mine told me to write me a tight ass rhyme and so i, i wrote this ryhme that i'm about to say the rhyme is tight and it went this way i know it's been a long time, i shouldn't left you without a tight rhyme to step to think of all them weak ass albums you slept through well i'm yo medicine, sorry i kept you went to my brother's house, without a doubt twisted one up with the nigga, smoked'em out got to writin some of dat sicc made my own bacc fade type script high enough to write a whole career full of shit i mean blitzed, toe up, drug cost up, ready to fuck, throw up man i got my cheddah cheese ass nigga know what i don't hold no grudges i just ain't fuckin wit you no mo, mission stay sicc made and don't let nothin penetrate my barracade barracade barracade barracade, barracade ",0.0,0.0
931,931,cephalic carnage,hybrid,"Illicit solariums of my nativity A lachrymal tale of how I came to be Starting when aromatic genus of the Marijuana were spliced with the genes of mice and soon failed, but continued to splice until finally succeeding in bio-cultivating deeds Creating new life forms origin of man and seed But not like you, the mice knew everything intellectually, Specifically they had hate for human beings for years of experiments and infecting them with disease... Hybrids Dagga, a plant of peace and love I'm torn between who I am When you create internally, all you need is love it becomes an emotional body inner animus But when you create externally, you don't need no love All you need is the calculating mind Thus producing a being with only a left brain with no compassion or sense... Hybrid An army grown of weed and mice to replace man Able to withstand famine and disease Compulsive habits of environment destroyed Unable to reproduce without scientology Soon the world will be run by artificial intelligence Designed to control population growth Humans slowly become obsolete When cloning life is similar to that of the greys Instead of test tubes and cattle mutilations But through horticulture of spliced DNA derived from Marijuana and mice Our world will be controlled by the rich, slaves, and pollution withstanding... Hybrids. ",0.0,0.0
932,932,cephalic carnage,invertus indica the marijauna convictions,"I wish that I could smoke The weed at the turning of the century From what I have read, In early 19OO's Immigrants would smoke, then go habitually insane Resort to a life of crime or violent rapes Assaulting police officers, in bordertowns Extreme prejudism from this rising plague Infecting our youth, Change will commend Arrests were made, weed is slowly criminalized State by state officials were terrified Mostly minorities that smoked Jazz musicians were being watched Under section 2F... Possession without a prescription was made presumptive evidence of concealment Drugs illegally imported in violation of this act And made possession a federal crime Esta ya ledio las tres, exhilarating effects Three inhalations of marijuana. The first puff induced feelings of well being, The second provoked extreme elation, coupled with activity The third was reputed to make the smoker oblivious to danger Developing superhuman strength El Paso in 1914 characterized a hot bed for marijuana fiends Reportedly common not only among Mexicans, but among Blacks, Prostitutes, Pimps, and criminal class of Whites, Meanwhile alcohol prohibition was a losing cause Government paranoia was soon abound Mafia propaganda was gaining ground Through violence and bribery... alcohol could be found By 1921 an increase of marijuana was noted Cannabis Indica, which is Indian Hemp From Hashish to Opium raise new fears Cocaine in further demand on July 15, 193O Harry Jacob Anslinger was appointed Acting Commisioner of the Federal Bureau of Narcotics Eager to fulfill his role as an evil crusader Against the evils of narcotics The influential of public policy toward drugs from 193O-1968 Employ every tactic possible to convince legislation Marijuana is a national monster Boys smoke it with girls to seduce them Still heroin use is rising higher Public oppositions had very little say I'm living here in 2OOO and I have never smoked weed That made me want to kill or become hostile All these crimes must have been committed under the influence of alcohol Smoking pot gets you stoned You get mellow, so fuck the bullshit from the past It is time to grow up Out of religious pesting or goody-two-shoe politicians or lobbyist, addicted to tobacco, whores, and social drinks Now's the time for us stoners to revolt take back a country we lost a long time ago Change the laws more suitable for man... Invertus Indica ",0.0,0.0
933,933,cephalic carnage,zuno gyakusatsu,"Flying high on a hit of crack, need to find some speed Hit the liquor store, the companionship of a whore Drunk and driving stoned and frying Severely impaired to see group of pedestrians in front of me The music is loud, laughing at the church I make an evil smirk All of a sudden the car goes crash. My mind goes black, smashing into a crowd Standing on the corner, waiting to cross the street Ice causes a man to slip, head goes under the tire Brain death, life for him has expired! ",0.0,0.009615384615384616
934,934,the contortionist,the parable,"Replace all you know My apology's enough But it's all in your head Fiction based off truths You made me take you, guide you You are the language Ever flowing Ever echoing You are All will be for love you know My dear, you know Patience cause it's wall subsides And in time All will be clear And the truth is I couldn't love you more than I have come to know And this love is mine, is bound to... I've watched you grow You are the perceiver, the perceived, the parable The never ending end You are the infinite You are the finite You are ",10.5,0.005917159763313609
935,935,the contortionist,contact,"For solutions, look to the sky. Coincide with constellations. I stand correct. Time stands exact. Your time of departure has arrived. Initiate this birth. Introvert this dimension. Conception, use this apparatus. Creator, you are all knowing, I beg you, show me your vision. My creation, stare into space. Decipher your reality. For solutions, look to the sky. Coincide with constellations. Consummation has begun and I am your guide. Together we unlock the secrets of the stars. Your signal is fading. You are... ",6.0,0.018604651162790697
936,936,the contortionist,language ii conspire,"We are primordial sound Outward and in, omnidirectional We are existence Salvage the mother sun Destroy the rest Bring knowledge back to light Of this in-sentimental [?]conspiracy[?] Now rise Balance seeks its place Moving backwards towards the centre sun Rooted in intuition We are the language Sink in the ebb and flow Ebb and flow, sink in ",5.8,0.0
937,937,the contortionist,expire,"The system is now free. Witness our obsolescence, end sparks of life. A new species can never fathom how quickly it will be extinct. This system is now free from error. This system revokes our viral form. Silence becomes our primary language. Internal wave, undulate us home. This system is now free from error. Removed from the Earth like a scourge with a delicate and yet powerful hand. Idle boundaries allow admission to pull this world apart from the inside. Equilibrium has been disturbed and the surface must collapse. Compacted star, the only destination. Unavoidable paradigm. The radiant sun engraves its name. Unavoidable paradigm. ",8.8,0.027777777777777776
938,938,the contortionist,language i intuition,Begin hyper-communication Restore our vision Of natural progression Rise in groves to reclaim the source; This empty one We will be the salvation the Mother seeks Traversing in all directions Reaching Expanding Balance finds it's place Reaching for the Mother Sun Rooted to intuition You are the language Ever-flowing Ever-echoing Drift with the ebb and flow Ebb and flow. Intuition sets in Branching out from your seed to seek Contrived sense of inception; Intuition speak to me ,0.0,0.031914893617021274
939,939,the contortionist,ebb flow,The integration has taken hold. We have risen from our roots. We have seen our vision through. Awareness. signals. (the end) start of progression (the end). Drift with the ebb and flow. Sink in the ebb and flow. ,3.1,0.027777777777777776
940,940,the contortionist,oscillator,"This is passion personified into a rage That is ripping and tearing at my body and soul, Thus leaving me weak. I've had just about all I can take; this is driving me mad. I've never felt so alive as I did, Watching the blood drop from your chest and into my hands. This feels so incomplete without holding your still-beating heart in my hands. The game has changed, from which we cannot return. I'll watch you suffer and enjoy every moment of it. ",10.1,0.034482758620689655
941,941,the contortionist,primordial sound,"Your primordial sound, echoing out Existence grows from itself, echoing out What you seek, the obsolete The answers are of no use to you now Echoing out All within, is all we know All you know versus all you don't Your primordial sound, echoing out Existence grows from itself, echoing out All that you know versus all that you don't You don't know You don't Yeah All within, is all we know All you know versus all you don't ",6.4,0.022988505747126436
942,942,the contortionist,exoplanet ii void,"We long to feel our bodies outside centrifugal conditions. An orderly solar system will outlast this guiding center system. As we leave our galaxy, every certainty abandoned. The referential lawns of man are lost, nothing is relative. Cold and empty space surrounds and swells. Time is moving at invariable speeds and our instruments are useless. Oscillating obsession, beautiful apparatus. These cycles put my mind at ease. Bodies cannot sustain what this was built for. The body cannot sustain what this was built for. We worship oscillation, no other way. ",5.0,0.06349206349206349
943,943,the contortionist,arise,Reaching; grasping over Mother Sun. Knowledge of everything. Everything. Reaching; Grasping over Mother Sun. Knowledge of everything. Everything. Transform. Concept to experience. Manifest our truths. Our vision. We are awakening. **** The sign of progressing devours it(?). We're made from the purest form of. we're grown from the purest form of... we have become the purest form of love. ,7.2,0.02247191011235955
944,944,the contortionist,exoplanet iii light,"The microcosm is in exhibition. terrestrial shaped into a magnificent realm. Our colonial settlements are threatened by the sky. The circling disk of ice watches quietly from a distance. Refracting nebulaic dust has pierced the outer shell. A blooming world is being ripped apart. Planetary wide scorching from the focused light. This extra solar vessel, orbiting the cluster. Ejects the sample pods of the Eden passengers. As for us, we must migrate. This exoplanet has failed. ",7.6,0.004761904761904762
945,945,the contortionist,advent,"Now the inaugural exchange is done, we cannot see past the solar shroud. Escape. Calculating all viable routes. This terrestrial rock will be consumed. Deafening static is haunting me, the blackness is beckoning. Countless samples of our world will be jettisoned into every direction that we have known of. Our satellites have painted the sky with their ionic glass brushes. The cryotubes will store our youth. Desperation has set in and all we can do is run. Feeling so alone, we set out to find other life. The transport will be outfitted for a journey spanning future generations ",7.2,0.0379746835443038
946,946,the contortionist,integration,Exponential separation. Process brought on by the rift. Exponential separation. Process brought on by the rift. Jai Guru Deva Om. Existence echoing. Jai Guru Deva Om. The sum of everything. Disconnected by a ruse. Let them cower in the dark. The time has come for our reemergence. The rift is sealed. Integration: it has begun. Intuition combined with our calculations. ,0.0,0.0
947,947,the contortionist,exoplanet i void,"We long to feel our bodies outside centrifugal conditions. An orderly solar system will outlast this guiding center system. As we leave our galaxy, every certainty abandoned. The referential lawns of man are lost, nothing is relative. Cold and empty space surrounds and swells. Time is moving at invariable speeds and our instruments are useless. Oscillating obsession, beautiful apparatus. These cycles put my mind at ease. Bodies cannot sustain what this was built for. The body cannot sustain what this was built for. We worship oscillation, no other way. ",0.0,0.01694915254237288
948,948,the contortionist,the source,,0.0,0.021505376344086023
949,949,the contortionist,exoplanet i egress,"We are among the stars Who are the operators of this boundless array? The expedition takes us to our new home... Systems re-allign  Speculation based on calculated reason leads me to believe we are not alone Seeded by a greater race, we only hope to find the answers now embedded into the fabric of our minds Are we moving forward? Guided by the maps of progress Imperfect perfections allow existence ",7.6,0.0
950,950,the contortionist,primal directive,"Bridge to analyst; access the secondary plasmic dataholds. Now viewing all current planetary bodies. Move to constrain your results to newest sentient life. Scan the surface. Bring up vitals. Local life thrived much quicker than anticipated. We are pleased. Focus shifted. Save the organism through implied relocation. Inferior understanding limits options and adaptation will be necessary for the specimen to survive. As we map out this universe, all that can be seen is an ocean of emptiness. This is primal directive. Now we execute standard protocol. As these cycles are nearing completion, initiate solar cleansing. Move on, time never waited on its occupants. Live on, by any means and every technology. You have been defined. ",6.2,0.0211864406779661
951,951,the contortionist,flourish,"The rebirth of intelligent life will restore this planet's cosmic status. As the surface draws into focus, every variance and nuance realized. The simple birth. Time is moving forward. Elapse. Evolve. Expand. Adapt. Adaptation runs parallel with surviving global conflict. Sustained permanence proves imperfect existence, integrated. Balance is reached between the parent star. Endless motion. Now the experience is long gone. We won't forget it's entrancing stare, as long as we recall it's grip. Stellar forces are keeping us alive. ",0.0,0.008695652173913044
952,952,the contortionist,thrive,"Shades of intuition. Shades of conspiring. Occupying every piece. Integrating. We're growing in most peculiar ways(??). Decompose. Recreate. All progression stems from conclusion. Complacency is obsolete. We're engineered to thrive, we're engineered to thrive. And thrive we will. Observe (this vision of??) continuous cycle. A mandating gloom. ",0.0,0.029197080291970802
953,953,the contortionist,vessel,"We have fabricated this ship to continue our legacy. At the entrance the inscription reads: ""We must not end"". We will not end. The continuation of our species is riding on this one mission to another space. Descendants on this planetary trip will never forget. Storing the history books aboard this ship, we ensure our memory. The memory. They will feed on the images we create, and will survive by our deeds. As we wait for the architects to build our savior, preparations have begun and time is short. The vessel is now complete. It holds all the hopes and dreams of those who wish for more. What will we see when we get there? Can we tell the two worlds apart? ",5.7,0.0
954,954,the contortionist,axiom,,0.0,0.00847457627118644
955,955,anata,cant kill whats already dead,"Intimidate me? No use, you can't harm me I have returned for everyone to see No time for empty threats Know the new me Unleash your fear, your hate Unhurt I will be Surrounded I am But lay down your arms and save your hate Immaterial being I'm no one you incarcerate I'm forever free Unbound by the realm of flesh You can't kill me Can't kill what's already dead I died long ago Last ship that was passing by Vanished where the sea meets the sky You chose not to hear my screams Turned away, escaped into your dreams My hands tried to get a grip To the very end Saved my last breath for a downward trip Sank into the ocean Was chained to the bottom with moral All my limbs were putrefied My body's dead, my wraith's alive So I'm back to intervene Claim revenge Blood is to be seen Nothing to lose No pain, no infliction No fear reigns inside my head You can't kill what's already dead ",0.0,0.06097560975609756
956,956,anata,a problem yet to be solved,"""god created man In his own image"" But ever since The fall of man Man is but a sinner Who must do penance That is what god's servants say A true believer Was hit by misfortune Although he had; ed A sinless life ""Can this be the will Of an almighty god?"" Clouded skies Are reflecting His state of mind Storm rages above him In the dead of night But also in his heart His strength and will Have failed him And he's beginning To doubt Those were even Features of A higher might Inside He feels emptiness Might reflect A void in heaven And the absence of god Devoid of content Is the word of god Serves no purpose In conformity With his life As all prosperity Has been washed away And no support Is to be accounted for From the ""good"" souls He feels named And alone As there's no one To answer his prayers No angels, No intervention divine Would save him Should he fall All hope is lost but now He dares not believe Or live in the lie That used to be his shield If the meaning of life; To honor And live for god Proves to be a lie What's there to live for? I deny That there ever was a god Or a meaning of life Other than reproduction The rest is up To each and everyone of us To seek or create Scourge Of the philosopher Can there be a god If this world is a failure? The problem is old But yet to be solved So if there ever Was a god Her's either dead, Powerless, or a sadist Only thing To know for sure He's unworthy Of our worship ",0.0,0.07547169811320754
957,957,anata,the drowning,"I feel like I'm about to drown It feels like I have sunk too deep The mask of water over me, pushing me down Has now become too burdensome to overcome I'm trying hard to see the sun But from this angle The surface reflects only the bottom of the sea At times, I feel I'd like to stop Holding my breath and just exhale And let the water fill my lungs To drown is said to be a pleasant way to die Maybe if I just let go Of my burden I'll eventually Approach the surface and drift downstream And once again see the fire of the sun Again I try to see the sun But from this angle The surface reflects only the bottom of the sea Oxygen fails me but I hold my breath I swim and try to reach the shore Swim under water, maybe in vain For I have almost lost my will to live When I have lost my will to live And my body is weak Then carry me, please carry me When my eyes are tired Be my star Shine for me Shine for me my precious sun ",0.0,0.008620689655172414
958,958,anata,the enigma of number three,"Reality, my one last escape I can't hid deep inside myself I close my eyes Try to cover my ears I'm obsessed No peace to be found Three churches with minarets On three hills, far away Every church has a bell Piercing chime Resonates in my head (Lead: Schalin) One for faith, holy faith Roars like hell One for hope, bloody hope One for love Tinkling fuck Optical delusions Unheard sounds Haunting me, why? These symbols I can't understand Or interpret I open my eyes To escape from this hell Although reality bites Reflection I can spare Three windmills now appear New visions but I don't care Two in spin and one is still Eyes now burn Sound intensified Eardrums blow Delirious delirium! (Lead: Schalin) He never solved the riddle Never tried Cursed to die! (Lead: Allenmark) Never reached The insight that I have Led to his demise So learn from this... If you are a stormy sea Hold the mill-sails If your soul is ground I prithee mark my words Your soul torn apart By the sound of the bells Misled by visions You will expire Concentrate, gather strength Don't let the chime Get to you or your soul If you're strong No mill can grind your soul Not even if you are A stormy sea ",0.0,0.020134228187919462
959,959,anata,the temple erratic,"Left by dawn Determined mind The final way out My bridges were burned One last path to justify life... To follow this crazy dream Heading for the woods To places I had been before But in my dreams They were altered I just had to see But the deeper I walked Confusion emerged Paths unknown? I was astray And though it was day The sun shone no more But as I despaired Certain to be lost I suddenly stood By a temple The temple in my dreams With a thousand steps My journey was complete The source of essence Of which I had been foretold Climbing up the stairs Hewn in stone Stained with generations blood Thorn, like poison snakes Entangles me, severs my skin Helped by the wind At last at the top A mysterious sight reaches my eyes For on the very highest step A gigantic mirror was placed Unseen in my dream I was dismayed With fear I faced the mirror And to my great surprise My reflection... The image of the devil And behind... At the very foot of the stairs I could see clouds And heaven from above Through the mirror I could see heaven's gate Forever closed for me All of a sudden A stormwind came And put the mirror in spin Got hold of the thorn Of the highest step I see the mirror stop Yet the wind blows My image... I am Messiah Hanging down the stairs In the reflection a chasm And the gate in front of me Was the back of the gate to hell I was sure to fall A question of seconds But once again The wind came to my help And saved me from the flames But trapped in the grasp of the wind I was violently thrown Towards the spinning mirror And I got caught in the spin New dimensions I saw But I never say the mirror again My last way to redemption Turned out to be a fatal delusion I'm condemned To eternal emptiness Condemned to play roles In a thousand worlds I'm never to be myself again (Leads by: Schalin) (Final lead part two by: Allenmark) ",0.0,0.022222222222222223
960,960,anata,under the debris,"Collapsing are the walls that used to protect me Ground under my feet cracks My universe is imploding Since my star died Or was it me that ceased to burn? A black hole Is what's left of my world Now crushed Solid, as compressed A chaos attracting chaos I run but can not flee I carry this core inside of me [Lead: Allenmark] Under the debris There's still life but for how long? I Hear no rescue squads They can't hear my silent screams Or does this have to be; I deserve to die? Mi9s-grown fate can't be stopped It's harvest-time And I did invite The Reaper To help me with the crop I used to be an observing satellite Sent here without a task Collecting images That I'd never supply When a lost satellite crashes and burns No one cries We only know our own world And can't do otherwise I blame no one But wish that I, on this ship Had dared to believe The navigator has always been me Under the debris There's still life but for how long? I hear no rescue squads They can't hear my silent screams ",4.7,0.016597510373443983
961,961,anata,let the heavens hate,"Deep inside a black heart A mourning shadow grows Wolves in their chains growl Moaning at the azure skies Dreaming of a dark past When the strong would reign in savagery Let us burn our Christian ties Let us arise again Let the heavens hate! Let us chant in blasphemy Let us sing our heathen hymns Join me in unholy dance Let the heavens hate Under the calm rages a mighty storm My oceans are waiting to break free God take thy face away from me My oceans are Thrown against the walls I did not choose And the tide is the pulse Of my bleeding heart Soon to drown the land Of the lord of light ...And the depth of the sea remains Skies shall break, angels shall fall Tumbling into swirling dust Glaring teeth, fastidious tongue Wolves unleashed hail the new time to come My heart overflows Pulsating with the pulse of the moon And my oceans will crush their walls Now waiting to break free God take thy face away from me Deep inside a black heart A mourning shadow grows Wolves in their chains growl Moaning at the azure skies Dreaming of a dark past When the strong would reign in savagery Let us burn our Christian ties Let us arise again Let the heavens hate! Let us gather our thoughts Let us use our strength in mind Join me in the ritual Let the heavens hate ",0.0,0.0
962,962,anata,vast landsinfernal gates,Sentenced to a life after death in pains I will not be As the book of lies suggests Its basis are unworthy and twisted By the holy men Death is older So are the dimensions Onto which we shall travel True servants will be rewarded As they follow their master's will Disregarded of to whom They devote their lives I shall not listen to the holy lord If he calls my name Trying to pull me towards his kingdom I will choose to die by my own hand The promise failed The one of forgiving the unfaithful Let us stay inside our walls Sheltered from the holy lies True servants will be rewarded As they follow their master's will This is what we learned This is what I preach Eager to view the other side When the lord calls my name Then what is my destiny What will my reward be Vast lands... I will be a shadow king Or infernal gates With its hidden pleasures to reveal But what is said Should never be regarded As that I follow Him personified He is merely an expression For the force that I indulge The strongest power above all My truest emotion My only friend and all I have To fill my emptiness To make me come true Reward in advance Lies in self-fulfillment I levitate by serving only myself To rise above all I tread the souls of the weak Then what is to be awaited Of this we do not know The only certainty True servants will be rewarded As they follow their master's will And I follow my own And with reward in advance I levitate We struggle towards the end Serving the one to be served Achieving what has to be achieved With delight we await that very day ,5.4,0.009900990099009901
963,963,anata,slain upon his altar,"I am lost in the land Of withering shadows Seeking no truth Finding depth in various things Weak in their spirit And shallow are their hearts Fading away like flowers Under the sun And his frailty had to be shared My true belief was to be declared The holy man opened his heart And he let me receive the blessing Of his lord Drink the blood, drink the blood The wine is turned into the blood of Christ No, I choose to spit on his face Forever walk the enlightened ways Died on the cross Where's your kingdom now? All your knowledge is worthless All your efforts are in vain Sanguinary Blood-thirst in my nature Puppets of Christ in consanguinity But I cut the strings long ago What does he think of now When he lies slain upon his altar Dripping with blood With the cross stabbed through his chest Just like he was stabbed in the back By his blind faith Chalice fall, let the bell toll! Transform wine into blood of God Naked-unsheltered! The spirit outside the Holy Grail Soul tread Now for everyone to see Now facing stone And so is the man on the altar! ",6.3,0.028985507246376812
964,964,anata,released when you are dead,"Anger seeds sown once in not buried past Hatred grows With the thoughts of a liberation See my eyes and you shall see They're deeper than the blackest sea Emancipation - serenity to be received Release me My mind all serene My consciousness relieved This is the only confession that I need Enemies of mine You shall be condemned Imprisoned spirit of hate Released when you're dead Dare me now I'll feel relief when you're dead Satisfaction, retribution I shall smile when you're dead How many saw the pain I'd feel No one saw What could not be for real I laugh in the face of humanity Every oppression shall be scorned Without you my mind would be free Or I wish it would be For every day in my life Another dream to come true And so many things to fulfill And so much life and pain And remorse to kill Pain can be so sweet Pain can be the sincerest thing But in my heart the hatred grows And crushes beauty viciously As death can be so beautiful But also insignificant As in the most precious things I writhe in disgust (A revered prism I am...) My eyes gather colors And form it into total darkness Inverted, twisted - like me As bright as the sun may shine As black shines my mind Enemies of mine You shall be condemned Imprisoned spirit of hate Released when you're dead Dare me now I'll feel relief when you're dead Satisfaction, retribution Maybe smile when you're dead ",0.0,0.0
965,965,anata,under azure skies,"[BETHZAIDA] [Originally by Anata] Blood boils under azure skies A man astray, obsessed in his search Exploring vast lands Deserts of sand and stone Now heading for the open sea Where his dreams are at And his mind is set free The scornful sun burns, tears his skin The salt breeze tears his open eyes And the whirling sand will dry his throat But the journey must go on He found his call, he is now a slave On the mission to find his soul And eternity seems ever so deep And with every wish The distance seems to grow And then at least Somewhere by the horizon line The ocean lies mighty, calm and wide And just when all his strength was gone And all his hope was lost His will was strong And all that remained but his torn limbs Covered by dust Reaching for the distant shore He raises to his feet but falls When his feet are sore A painful effort like a grain of sand Malicious god gives him hand A hand that beats him to the ground And the cry for help echoes Without a sound Out of reach are all the visions About his mind set free The sun laughs as he kneels Before his destiny When ages of burning energy Flows through a peerless body And you experience strength Far beyond what you would never know Is when you realize that what counts In the end is the journey itself So with a smile let your struggle in pain Be crowned by death An eternity in the moment Is when silence screams with emptiness And when I felt relief Was when the tide washed away The blood of my broken limbs ",6.1,0.041237113402061855
966,966,anata,aim not at the kingdom high,"Bounds of the kingdom divine From the horizons of God The angel beholds our world in flames And the crowds who rejoice In both pleasure and pain Her heart is filled with tears Heavy as wings of the raven dark For her father the lord forbade her To taste the apple That fell to the ground For all the pleasures of heaven are shallow Though eternal I would trade this for a day Among the mortals For just a day I would sacrifice all that was given to me My whitest wings, my faith And my virginity, so take my soul Blacken my wings and let the gates Of light be forever closed Mortals - Open your arms And greet me with what never was Given to me Initiate me into all that was Hidden from me My hunger is insatiable, my wish for fire Is deeper than the skies And like the fallen angels we will ruin All that is trying to hold us back Virgin maidens are to be engaged In the obligations to those of the damned And the angel prayed To ascend in our world As she was given to the flames For we are not the children of God And we aim not at the kingdom high All that is divine is to be dead And all that ever was in decline For shallow are the pleasures of God And I aim not at the kingdom high ""So give me pain Teach me to know myself again For self-denial is the norm On which all my thoughts And identity was formed So show me pain Fulfill all my dreams That have been veiled in vain For my blood and my veins are of sin And my soul has been sold so show me pain"" ",5.1,0.00909090909090909
967,967,anata,dethrone the hypocrites,"Eternal winter, societies drown To freeze the rapture bring heavens down Eternal winter, shadows from afar A few chosen wander The unworthy god's creation must be Forever swept away A new world order must be Created by man Men of will, men of depth And strength in their hearts Shall ascend above all A dawning world fell into decay Due to mental destruction Caused by poisonous thoughts Forced upon us Let us build upon the past And indulge wisdom far beyond God Let forever our roads diverge We shall leave the era of historical fraud We learned from the past What's good in a sense may be Devastating wrong Self-denial tells the weak from the strong Dethrone the hypocrites And crown our spirit in blood and gold Never again Shall the twisted word be told And for those who try to escape From the scene And claim their faith in the Nazarene Hunted you shall be like the sun When winter comes And the hunt has begun We learned from the past What's good in a sense may be Devastating wrong Self-denial tells the weak from the strong Men of will, men of depth And strength in their hearts Shall ascend above all The blessing may not come from the sky Snow may not fall in an everlasting night Dream, dream of what ways there will be Still we hail the winter as A symbol for the time When Jehovah's kingdom dies And if some souls of strength Would survive though repeatedly Ripped and torn We shall tread upon these unfortunate Let us march into a brand new dawn ",0.0,0.008968609865470852
968,968,anata,shackled to guilt,"All was settled from the start Immaculate and pure I invited chaos to stain, defile And purity was no more Demise of the crown, hereditary prince I stand by the gate of what is not The castle now has turned to a hole in the ground Free fall Bad gods glare at me From the horizon line These gods are for real But maybe not omniscient creators I live in a fantasy And when I dream, let me dream And never wake me up again Choke on guilt Near death experience And I can not see The light at the end of the tunnel Al that was is again Those I let down have forgiven me Once more they have faith in me All I was I am again Reborn, I am a child It's but a dream and I hate myself All was settled from the start... There's a future looking bright There's hope, I've got the strength I've go a life And a talent for irony All is dead All is over Bury me under a stone with no inscription! ",7.8,0.012658227848101266
969,969,anata,sewerages of the mind,"[Lead: Schalin/Allenmark] Torment, hatred, calamity I've strived to overcome, for years A recollection, I would like to believe As a faded water-mark Is The only thing that remains Instead of deep imprints of pain Human brain, what a powerful device Capacity we can't believe, can't conceieve What's erased can always be retrieved All the pain drained from my mind In violent streams ran underground Where it arrived it putrefied Sewerages Rotted for life Sewerages [Lead trade-off: Schalin, Allenmark x2] Human brain, what a powerful device Capacity we can't believe, can't conceive What's erased will always be Years have passed and rivers of hate I have tried to dam But the way you treated me Made me who I am My hands were clean But you pissed upon my soul Before I can be born again I will have to explode Vermin, bacteria, putrefaction The sewege of the mind shall prevail Because every cesspool needs an outflow And if it should be blocked the sewage finds new ways Now the time has finally arrives Erupted Pipes are goping to blow Get in the way and you'll be crushed Drown and become one With the sewage of the mind All the pain drained from mind... [Lead trade-off: Schalin, Allenmark, Schalin] ",0.0,0.008333333333333333
970,970,anata,metamorphosis by the well of truth,"It's the time of the day when I lay down to rest To impressions of the day digest But thoughts of my existence emerge Who am I and why am I? My consciousness can't be purged Until a soothing breeze is putting me to sleep I fall through endless depths My dreams awake, they're taking over Take me on a journey within [Lead: Schalin] I see myself and I see my world I meet people from my past But can't remember where they're from They stare at me with hollow eyes Still disappointment therein lies I see nations birth and death One thousand human lives Begin and end I see new religions are born And they fall into oblivio I witness the births of worlds And the old ones wither away New universes are created in storms of fire The old ones are crushed inside black holes I see my old life fading away And a new one is about to begin I see water sprig From the well of truth People congregate With will to eternal wisdom obtain Those with false hearts That taste the water change form To trembling vile creatures with their insides out The others are reborn as gods At the very back of the swarming crowds I see my tense face, I'm eager with fear I desire to know but I fear the same fate The one of others that I just beheld When monsters with false hearts have expired And the new gods are sent to conquer the world As the last one I stand alone by the well With fear I put out my hands To finally taste the truth about me [Lead: Schalin] With uncertainty I awake from my dream What would have happened and who am I? I seek but can not find the well of truth And struggle therefore through my life With fear and eagerness To godhood or complete demise ",0.0,0.0
971,971,anata,any kind of magic or miracle,"""Again I offer you my life Lay down my heart at your feet But if you accept this offering Some obligations will have to be fulfilled Remember to worship no other deity Leave your earth's steady ground Pledge allegiance to my gravity To Mother Venus be forever bound"" Three-legged amphibian with coin in mouth Save me from this wicked dream Any kind of magic or miracle I welcome to redeem my being ""You must promise not to invoke the rain! Through my walls detect just inaudible storms Even before they are gathering"" Her thoughts have been heard in my words Now the ivory goddess Is sitting small on my table Offering me this heart of clay It took too long time to decipher their message Soft heart was trampled in the mud Storm crushed the ark Only wreckage to hold on to in the floo [Lead: Schalin] Three-legged amphibian with coin in mouth [Lead: Allenmark, Schalin, Allenmark/Schalin] [Final leads by Schalin] Any kind of magic or miracle Any kind of magic or miracle ",0.0,0.11029411764705882
972,972,anata,built on sand,"Diagrams, blueprints, sketches are drawn Infinite calculations so accurate Lines, circles, angles, images are linked To perfection be combined! Feverish movements to fulfill the plan Frantic operation, sweat breaks on your brow Foundations of a new world are soon to be seen As soon as the old one has been crushed Castles, built in the air Powered by merely strength fo will Bulldozers follow pulling down machines Any remnant of the obsolete Is soon to be crushed into dust A new civilization is to be built upon The steaming tombs of forefathers Silent, choked, they are meant to be In their coffins for eternity Castles, built on sand [Lead: Allenmark, Schalin] Oh you dream, oh your dream! Valid are no scientific rules The undead will take revenge Coffins will arise, buildings fall to the ground The new vilization is now to decay Blueprints to scorn your defeat will remain Learn that inside is where to excavate Or anything you build will be burnt down by hate ",0.0,0.0051813471502590676
