,artist,song,lyrics
1177,cynic,holy fallout,"A star at dawn A bubble in a stream A flash of lightning in A summer cloud A flickering lamp A phantom in a dream Aspirations Chained to grindstones at your feet Contradictions Behold what you're afraid to see Dear world I can't offer an explanation There's no one here but love No conflict No mind tricks Mother Earth guide my ship Comfort me Despite me Oh mercy, radiate your grace on me Out of the ground Where I hide my tangled hair To the North Star And the alchemy is met Dear world I can't offer a reservation There's no one here but love Laugh and spit Into the air Laugh and spit There could be There should be There will be holy fallout No conflict No mind tricks Comfort me Remind me "
1178,cynic,endlessly bountiful,"You're endless, endlessly bountiful Endless, endlessly bountiful Endlessly bountiful You're endless, endlessly bountiful You're endless, endlessly bountiful Endlessly bountiful You're endless, endlessly bountiful You're endless, endlessly bountiful Endlessly bountiful (Truth does not change) Endlessly bountiful Endlessly bountiful Endlessly bountiful "
1179,cynic,denaturalizing leaders,"What happened to honesty What the hell's happened to truth? An adverse turn in leadership's ways A negative procession delaying our truce What's happening to the people Or the body of politics? All for the crown, just for an addiction Money, power, they need a fix Life's drastically changing with time There were times when our worlds looked brighter When we had thrived on the quotes ""No false propositions, no need for liars"" (lead: Paul) Polished specimens to rule us all An image to portray that fools majority Ancient atmosphere, do we recall In which was worth trustworthy custody Why ask what they are for? Attempts to tell us about their gimmick is so damn absurd Let's insurrect their rulership - eliminate their goals Put their claims of confidence into segregated rows Facing their false selves Denaturalizing leaders! "
1180,cynic,textures,---Instrumental--- ----------------------------------------------------------------------------- 
1181,cynic,extremes,"Society's selfish meaning to confine Disabled by the need to cure an insecurity Masses strive to keep themselves in line While the radical seek attention all the time Say they're sick - just hypochondriacs Cry some more, I know it's all an act Lies... taken to extremes Despised... because of what they need A selfish thought to please themselves They strive to succeed in what they're looking for Defying, lying, rebelling for attention A disability taken from one extreme to another (chorus) Abusing rights, defying given laws Excessive whining, they desire sympathy Rebel, they prove their lives are just a flaw Immoderate acts plagued by the disease I proved them wrong but they're the ones to blame Defeated fair and square at their own game "
1182,cynic,infinite shapes,"The indivisible, could sick and irreplaceable, loose neck It never satisfies, incomplete The future world enough, nothing to say, don't you worry now Infinite shapes, I cut ten shades of pain Infinite shapes, paper daggers at blame Can't conceive, blades drawn Stuck inside of me, spreading down With nothing silver eyes, crack the edge Our eyes turn to gold, don't live like this I am not worried now Infinite shapes, I'll forget tiny rays Infinite shapes, by turn could not shells and gaze Sit down, be on your own, cry to the eternal holes and I have missed the ball One spark, til you cross the dark Be craft emeralds, become dust filled with dead Infinite shapes, I cut ten shades of pain Infinite shapes, paper daggers at blame Infinite shapes, I'll forget tiny rays Infinite shapes, by turn could not shells and gaze The indivisible, could sick and irreplaceable, loose neck I won't worry now. "
1183,cynic,moon heart sun head,I let the moon in my heart To ventilate An embryonic wisdom Where I get to awake A living flame I turn the key Open the door The atmosphere enters my home Cause the moon's inside my heart I hold the sun in my head To self-contain A cocoon melts inside me Protection's just a weight I can be brave In gentle ways Step out into the open space Eye-level truth When I hold the sun in my head They're one in the same Moon heart sun head I'm black and blue And smile at fear I'm broke and bruised And smile at fear They're one in the same Moon heart sun head 
1184,cynic,nunc fluens,The space We claim the space The space 
1185,cynic,evolutionary,Here's my hand you painted on A circle fades inside a heart Are you expected here You whisper in my ear So I wash my hands 'Till the water burns A circle sits outside a door Are you expected here I whisper in your ear I'm whole I'm open I'm starved I'm broken I'm lost and found I'm an evolutionary sleeper If letting go means letting be And the truth beyond the mind is what I need If letting go means letting be And the truth beyond the mind is what I see I'm an evolutionary sleeper 
1186,cynic,integral,"I touch the string though the harp may not sing Still I dare the sky for sun sparks to guide Down below there's a land With an ominous hole Deep in the sand of belief A million doves orbit round the Earth with tears of blood Kill the virgin, take "
1187,cynic,veils of maya,In Maya's grip illusion transforms verity Perceiving thus a delusive world of duality Veil of Maya Balance every joy with a grief Dual scales of Maya Earth's unending law of polarity Ahamkara... veil of Maya Illusion works impenetrable Weaving webs innumerable Her gay pictures never fail Crowd each other veil on veil Charmer who will be believed By man who thirsts to be deceived Maya subjects you Veil of Maya Chops and divides God's dream thoughts The great divider As we be subject to likes and disgust Ahamkara... veil of Maya Maya subjects you Charmer who will be believed By man who thirsts to be deceived Veil of Maya Balance every joy with a grief Dual states of Maya Earth's unending law of polarity Veil of Maya Chops and divides God's dream thoughts The great divider As we be subject to likes and disgust Ahamkara... veil of Maya 
1188,cynic,agitating affliction,A prevalent personality Susceptible to understand Pressured with an easy procedure Returned with a demand You impatient wayward one Can't deal with reality's harsh truth You've been agitated by a supposed young fool You just can't lose Because you've been agitated You turn to affliction in distress A most important virtue you don't have Living life only to regress With all your arrogance You ask for a favor and I refuse You've been defamated by a young fool With haughty views toward you Unnecessary attitude Agitating moods Pressured with decisions Applying affliction so profuse Vain glory within yourself A life that's meant to be an empty folio Agitating affliction Is the problem that you have And you don't even know (lead: Paul) You're minus one virtue The virtue is patience can't you see? Useless retaliation is your fault Administering affliction is how you feed (lead: Jason) A prevalent personality Susceptible to understand Pressured with an easy procedure Returned with a demand You impatient wayward one Can't deal with reality's harsh truth You've been agitated by a supposed young fool You just can't lose... You just can't lose! 
1189,cynic,space,"Can I be the space for this Soft omens Traced in air Phantom warnings Disassembling the captain's chair Can I be the space for this Will I be the space for this Breathe out, breathe in Out of ruins We've haunted like owls The future druids Drop the crystal goblet forming spells Can I be the space for this Will I be the space for this Breathe in, breathe out Must I bend the sky to realize A bundle of thoughts On a dirty cloth perfumed To tell you who you are A bundle of thoughts On a lonely ghost pursuit Lost inside the space for this Raise my arms Space, wake my eyes Space, grace my heart Can I be the space for this Will I be the space for this Breathe in, breathe out Must I bend the sky to realize Can I be the space for this (I will) Will I be the space for this Must I bend the sky to recognize I can be the space for this I will be the space for this I am now the space for this I am now the space for this I just bend the sky and realize "
1190,cynic,gitanjali,"The lightning splits the ice Thunder twice Swallowed by rain When black floods Slit the hills A turnpike filled I am a weed by the wall Gitanjali, keep swimming The aching void in me Sings softly I fear no one A cold hand at my door The sinking floor I am a soul on the run Gitanjali, keep swimming Goodbye to all of you It's useless to refuse the muse Let's carry on for future generations gone Gitanjali, keep swimming Goodbye to all of you It's useless to refuse the muse Let's carry on for future generations gone And between living and dying There's a third thing, yes The victorious has left the room Gitanjali, keep swimming "
1191,cynic,king,"From the mountain top He looks upon the crowds Mindful among the mindless Unbound King of those who know I'm sheltering the fears The loneliness exposed An ocean born of tears For the world The churchyard bells Ring mine for just today Save me from hope That I'll be saved King of those who know My thirsts unquenchable The rain could become gold And share my box of bones In the ground We raise the vibratory level so high That all untruth will fall Of it's own dead weight King of those who know I've taken off my clothes The diamond crushed the stone And gave the world a heart Our karma's all been burned The molecules emerge In a world beyond this world We dare, speak the word King of those who know Into the pure abodes "
1192,cynic,true hallucination speak,"Bits, a handful of irregular bits A colored glass colors the light Warms up my spine Stars, flat six-pointed stars Hexagon like baby blocks I've sewn a cloth True hallucination speak Inhale You better get a friend to help you Exhale Against the stream You've got to make amends with the truth Glide, a living language collides Chrysanthemum like mandala Gave birth two eyes True hallucination speak Inhale You better get a friend to help you Exhale Against the stream You've got to make amends with the truth Pop Pop snap crackle and pop Science fiction memory Interleaved Illuminates the heart And I won't let you down I might come from outer-space But I'm here with you now And we'll travel between worlds Inhale You better get a friend to help you Exhale Against the stream You've got to make amends with the truth The shimmer of that sound in the mouth Love's design accomplished "
1193,necrophagist,stabwound,
1194,necrophagist,only ash remains," Fear is never gone from your soul That saw humiliation Being prey to the blackest of demons Paralyzed, you fail Fallen beneath The mark of dignity You fail (A) demon passed on From one to the next Infiltrates a mind innocent and pure Planting the seed to possess Another soul that is doomed to fail Only ash remains (A) demon passed on From one to the next Infiltrates a mind innocent and pure Being prey to the blackest of demons Paralyzed, they fail Fallen beneath The mark of dignity They fail Only ash remains "
1195,necrophagist,fermented offal discharge,"The casket is exhumed, turfs piled 'side the grave A stagnant mass awaits me, deep in the gloom The boxes lids I open, distraught desecrating Fumes are penetrating, I am eructating, I vomit I initiate eager exhuming despite bad scents I dig up cold earth, exhumed turfs I disperse I initiate eager exhuming despite bad scents The open casket reveals the rot Into weak stomach, I slide my hands Intensifying fumes I like to snort Colon and small intestine Sliced and ripped out of the foul body Duodenum I mensch - all should be treated equal Rotten stool and urine Spurt out of fermented organs I discharged and raped - putrefied giblets disembowel Decrepit spleen and pancreas I've torn and gutted I eviscerate stomach and cysts Liver is torn and twisted - turning inside out A fermented offal discharge - Disembowel Evacuated offal hastily wrapped in bags As basic for my culinary Putrefied internal fragments, Fermented offal discharge "
1196,necrophagist,to breathe in a casket,"Eyes opened up within the moist and dark Trapped inside the measures of a coffin Horrified awakening, blank fears embrace me Oh... beyond... ...beyond these walls there lies infinity... Asphyxiation is imminent due to the measures Of this confinement, Blind hits against the coffin walls, Blank fears control me To breathe in a casket - six feet below To breathe in a casket - below Buried deep beneath the earth Beneath the earth Blank fears embrace me Embrace me Buried deep six feet below Six feet below Blank fears control me Control me Breathing inside a casket "
1197,necrophagist,advanced corpse tumor,"To see the interior of a dark coffin What is it like to be inside dead? Is there something that I might perceive, Or is it lost in infinity? Viley maggots swarm within stale pus, Accelerating rate of putridity Thought patterns preserved in energetic form Or is it all, lost in infinity? Viley maggots swarm within stale pus, Accelerating rate of putridity Thought patterns preserved in energetic form Or is it all, lost in infinity? Fierce Is there something that I - I might live, Or is it all lost in nothingness? Fierce Weakened tissue starts rapidly to degrade Under progressive foulness, Former vital organs are replaced By a clump of corpse tumors Is that what expects us in the deep - (just) corpse tumors? Weakened tissue starts rapidly to degrade Under progressive foulness, Former vital organs are replaced By a clump of corpse tumors (Solo: ""Hymn for an angel"") Weakened tissue starts rapidly to degrade Under progressive foulness, Former vital organs are replaced By a clump of corpse tumors To see the interior of a dark coffin What is it like to be inside dead? Is there something that I might perceive, Or is it lost in infinity? Viley maggots swarm within stale pus, Accelerating rate of putridity Thought patterns preserved in energetic form Or is it all, lost in infinity? Viley maggots swarm within stale pus, Accelerating rate of putridity Fierce Is there something that I - I might live, Or is it all lost in nothingness? Fierce Weakened tissue starts rapidly to degrade Under progressive foulness, Former vital organs are replaced By a clump of corpse tumors Is that what expects us in the deep? Corpse tumor "
1198,necrophagist,mutilate the stillborn,"Dismembering - to chop her body I begin Bastard - bastard inside Disfiguring - abdominal wall is opening Offal - come to sight Malintention, to chop the foetus I intent, hateful am I Vile malodours, rancid odours I perceive I'm getting high Hate and repulsion is that Which strenghtens my intent Fetal incising causes premature decease Loathing am I to commit Infanticide in unborn state To tear out the foetus, my aggressions do increase Mutilate the stillborn Mutilate the stillborn Mutilate the stillborn Mutilate the stillborn Dismanteling - excoriate the dead unborn Vile waste - vile waste inside is Festering - prenatal fluids I adore Offal - come to sight Mutilation, the stillborn body chopped in half Hateful am I Disemboweling, The torso drained of tepid bowels I'm getting high "
1199,necrophagist,culinary hyperversity,"Hateful I'm slashing, the head is removed Removing the head of the corpse The throat down the hard chest the trunk is torn Tearing the trunk of the corpse Disintegrating the stiff limb by limb Performing deviant(?) butchery I chop up the limbs into small handy chunks In my own way of sick butchery I rip out the entrails, cut into flesh Into the torso I grasp - deep - to tear out the rest I divide into that which I like and which not Nutritious organs stored, the rest left to rot Wrathful I'm hacking the organs are minced Mincing the flesh of the stiff Imagine the bodyparts served on a plate Prepared by sick culinary (?) ...culinary hypervisty "
1200,necrophagist,foul body autopsy,"Snorting - the viley stench of putrescence Coffin - lies exhumed in front of me Foul stiff - strewn with papillae and pores Fermenting - stiff corpse putrefies Slicing, bisecting, incising the stiff Stomach wall is opening Primitive diagnosis... Remove internal organs Primitive autopsy... Sawing - the weak head of the corpse I saw Slicing - celebral bisection Eviscerate - slushy bowels ripped out at once Perfecting - foul body autopsy "
1201,necrophagist,the stillborn one,"A life free of guilt exists when the eye fights daylight yet unseen. A book with not a page written means hope yet sometimes to be (The) Stillborn One. Born dead. (The) Stillborn One. Dead. When dawn and sunset coincide, the essence of a day is non-existent, lifeless... Dehydrated soils may not recover from the drought they might be plagued with, prepare to be... ...The Stillborn One... ...The Stillborn One... When dawn and sunset coincide, the essence of a day is non-existent, lifeless... Dehydrated soils may not recover from the drought they might be plagued with, prepare to be... (Solos: Suicmez/ Muenzner) "
1202,necrophagist,diminished to b,"Surrounded by darkness and cold the mind in pain grabs for hold. Diminished, to be diminished. The missing link in the chain of thoughts is now forever gone. Diminished, to be diminished. The beast will be wise, feast: eye for an eye. (Solo: Suicmez) The beast will be wise, feast: eye for an eye. Surrounded by darkness and cold the mind is now forever gone. Diminished, to be diminished. "
1203,necrophagist,seven,"Distracting from your deficiencies while you point at others. (Once) enlightened you judge and execute. To be the only one to discover the seven, (To) toss open and pass the gates to heaven. [Solo: Muenzner] "
1204,necrophagist,epitaph,"Leaves fall in the autumn of lives that appear to be worthless to some, utmost ignorant. Expectations shift in the eye of the beholder... behold. Tears drop from the eye of lives paled as jealousy fools a mind distorted. Expectations shift in the eye of the beholder... behold. One wishes existence to be of fulfillment, but leaves bend to the will of winds blowing. To foresee the end of a soul... Epitaph. Claim to foresee the end of a soul. Premature Epitaph. [Solo: Muenzner] To foresee the end of a soul "
1205,necrophagist,intestinal incubation,"Worms in microscopic size infest dermatic pores, They move through blood Parasitic organisms move seeking path To hepatic tissue they are heading forth, Their larvae to breed In the precious warmth of the liver they multiply... ...Innards consumed... from inside... "
1206,necrophagist,symbiotic in theory,"Unable to move from a point of view, driven by reasons as old as time itself. Symbiotic In Theory In order for a life to be commanded it must be owned. Symbiotic In Theory Gravity forces water to flow downhill, a will is not given. Inferior or superior, will is that which decides. Gravity forces water to flow downhill, a will is not given. To give and take, to be... Symbiotic In Theory (Solos: Muenzner/ Suicmez) "
1207,necrophagist,ignominious pale,"If it is to be only An element of a whole, To hide behind others And form the eclipse of mind. Ignominious And Pale. If it were to one Having nothing to tell, This would equal A state of being the one, Ignominious and pale. Fallen in the abyss of indignity, Doubt does not exist Or come into being. Pale... Incarceration of personality Is the sad inception of self-denial. The one that denies the inner self Flees into deception. Incarceration of personality Is the sad inception of self-denial. "
1208,necrophagist,symbiotic theory,"Unable to move from a point of view, driven by reasons as old as time itself. Symbiotic In Theory In order for a life to be commanded it must be owned. Symbiotic In Theory Gravity forces water to flow downhill, a will is not given. Inferior or superior, will is that which decides. Gravity forces water to flow downhill, a will is not given. To give and take, to be... Symbiotic In Theory (Solos: Muenzner/ Suicmez) "
1209,necrophagist,epitath,
1210,decrepit birth,dimensions intertwine,Incanting oaths of desecration 
1211,decrepit birth,metatron,Born into this world* Under an early sun A mortal man of the ancient kingdom... earth Walking in the dream of the vine The lucid path of vision I see a garden of shadows with no way out Within the worlds of my dream I seek the essence of my being I transcend the realms... unknown before Dimensions open before me Absorbed/dissolved into the light of Universal understanding Cursed to live forever... burning from inside My flesh is turned to fire... my eyes to blinding light Awakened in my dream to the sound of my own scream Metamorphosis... transformation... mutation Who am I... what am I Reaching out with my mind Seeing the mysteries Touch the origin My mind transcends mortality Displaced behind the prism of light Falling into the eye of the paradox I become the center of time I am the balance... I am the eye I am reborn... beyond the body Beyond the pattern... beyond horizons Beyond the light... divinity Knowing the secret of creation The universe within the flower of life Five patterns of existence Vibration of eternity Past futures... emerge from the present Lost forever inside my mind I am eternal Foundation of time and space One becomes one inside the circle Bearing the ancient scrolls of existence I am destiny 
1212,decrepit birth,the infestation,"cycle unending in endless question infects (mankind/the pure) like disease  everlasting lasting season of distress and anguish few thousands endure deep in the cracks of the earth  unable to withstand living above ground no choice but to infest  burrowed deep within breeding a new race knowing not (what once was/was is above)  delusive duration suffrage unending, wakes the beasts within lakes of fire overflow, unlocking the gates of sheol  ageless form now free (unleashing minions) fulfillment prophecy the end time is here  (in the earth the people scream/here the angels scream) a sickening harmony passing on in defeat "
1213,decrepit birth,the quickening of time,Infinite voids of space within the pockets of time* Countless spheres of resistance... coincide Recreated within the five planes Reflect the image of each other And the endless planes beyond Forward into existence Worlds embrace the magic of life Infinity of livid worlds That out-numbers one another Cycles woven within cycles Countless eras squared forever Mirrors of dimension reflect Coming future generations Living wheel of evolution Perseverance of creation Circle unending... through reproduction Diversity stimulates desire Continued concept of evolution... 
1214,decrepit birth,diminishing between worlds,"Ascending I look down upon the lucid dream I leave behind the division of thought that evolved two suns echoing throughout all world fragments of life. Separation of being from flesh I transcend back to thought. The origin of all, Subconsciousness... Ancient memories Re-emerge To be lost again, to discover that I am Self To see behind the shadows of illusion from within the earths. I touch the heavens reflecting opposite thought They speak to me, words of vast illusions, the inner and outer worlds, all mirroring creation Containing all in existence, infinite worlds of relative energies Intricate balance of oppositions, repeating patterns of complex detail And self variation Infinitely And I am the essence Engulfed in the light Universe through unity, all memories diminished. "
1215,decrepit birth,mirroring dimensions,Shadowed recess between the realms* Living planes of existence Writing the song of creation Synchronized alignment of time I feel my mind expanding Into the universe... I once created Synergy... Opening the psyche Beyond the pattern of thought Into the pre-embryonic dream Eras of conception... images of creation ...mirrored forever Dreaming of existence Images... in context Rendered figments of thought Memories of what was to be Psychedelic awareness of the soul's eye The portal consumes my mind Altering perspective Hallucination Dreams of life... death and rebirth Imagination Thought descends into self ...born Destinies ellipse as light returns Retrograde of life begins again Awakening the pineal gland Spirit molecule of the minds ...dream Visions of many worlds Hearts beat in unison Spans of time... eternities Histories begin... origins end Eternal cusp of tomorrow The monochrome planes of a broken existence Under a shattered sky Reborn into the light of a new world 
1216,decrepit birth,polarity,Parallels exist within* Reflection of time and space Inside of dimension Dualities evolving from a Single-cell universe within the molecule Within this dimension Of my creation In the blinding light of darkness I remain one/we become one Constant fluctuation Two suns born Born of the atom Symbiotic opposition Recreation of life changing Individual... sovereignty Absorb the other... fusion Conception of time's vibration collapses within Ancient forces of opposition Eternal balances of existence Aeons... futures... past... evolution Internal axis of resistance Pre-embryonic magnetic core Creation of all worlds inside Existence of thought Reaches beyond... forever Harmony achieved through unity Within the spectral fields of light... called time 
1217,decrepit birth,concepting the era of genocide,
1218,decrepit birth,rebirth of consciousness,"Drawn into the light of deception The warmth of it's beauty flows through my being Strangulation, a sensation alien in nature to me Eyes open and here I am A dream tells me of my (abduction/conception) Remembering the ancient dream of a memory CONFINED TO THE PHYSICAL, INSIDE A CONCIOUSLESS HOST Euphoric hypnosis, vivid reality The addiction, the substances necessary to the illusion - LIFE I remember my (conception/abduction) and how I was taken, with the countless number Cease to be, free existence I remember the weightless warmth and the light coming from outside the womb The naked cold of your lie - BIRTH I commend you on your deceit A prison so perfectly concealed suffer, and gain salvation favor, in your eyes earn, the privilege of (slavery/servitude) Bleeding through the doors of rebirth Brought back to life with a bullet to the head I thank you for the key, death without fear the only doorway to re-existence Now you stand before me, and I before you, the uncreation you regret I am the living doorway to re-existence with a single breath you can be forever I am the (messiah/savior/deliverer) of all "
1219,decrepit birth,a gathering of imaginations,Existence before this world life Coherent forms of reason holds Energies of life 
1220,decrepit birth,through alchemy bound eternal,Unbalance within the eternal existence Across the planes of sightless vision Evolves imagination A dense hole containing the most solid of matter Endless emptiness without a horizon Reveals the vastness Of the planes of time And through my dreams Combining the elements Sealed by blood Bound through eternity Endless energies of the living Summoned to be I am the source of the magic's I am never ending Condemned to the everlasting The spirit of this world is mine Bestow my powers of the light Harnessing of the energies brought fourth unto time Imagination Dimension Condemned to my will Lucid reality consciousness rendered unconscious Into the physical form Forever born into the dream To suffer For me Submicroscopic evolution of substance At the core the beginning is I am the universe I am the sacred key I am the forced which binds thee eternal I will forever be Everlasting 
1221,decrepit birth,esence of creation,
1222,decrepit birth,darkness embrace,
1223,decrepit birth,await the unending,"Begin the end of time Mankind destroyed the earth My lungs taste the airs of time Half-lives of the dying world Return to barren rock Oceans and seas vaporized Radiation, uncreation, revelations The rapture of souls The kingdoms of man are erased All life condemned Under a burning sky The fabric of dimensions-dissolve/absorb Ages of dormancy Earth reclaims dominion Linear circle of time recreates life Mankind evolves into new human races "
1224,decrepit birth,a brief odyssey in time,Eternity of futures begin again* In the cusp of the sixth sun All lines of force re-converge Symbiotic energies reemerge in the... Quickening of time Finite spheres of consciousness Infinity of memories Re-awaken origins Evolution... the spawn of time Six suns... evolution of creation The cycles of time dissolve Life eternal... and time begins again 
1225,decrepit birth,sea of memories,
1226,decrepit birth,the enigmatic form,
1227,decrepit birth,the morpheus oracle,
1228,decrepit birth,condemned to nothingness,"FORMED A RACE OF CARBON TO CRUSH THE SOULS OF MAN. A more perfect structure, one of greater thought. Bestowed by the creator, betrayal of our lives they bring fourth disease upon our mortal grounds, the earth bleeds fire. our service to him is not suitable, for his spirit to endure everlasting. They have come to banish, into thought, our weakened souls. TO RID him, of his mind, of our plague, nothingness things once familiar are now nothing. we are now nothing. life within a life, Physically... Our nothingness, breeds their servitude. to an aging god, fearing death, envious of mans free will. In selfishness he condemns mans consciousness through his creation god incarnate a vicarious union to reclaim his omnipotence self imposed through his vanity. the eras of vengeance return. restructure of the trinity, thought in spirit, image of god, god the flesh having no sense of their perdition man becomes the source. Physical metamorphosis of man, channeling energies of potential into light provides him life. Understanding that they are bound ...eternal never to achieve secrets of time, infinity. answers, unknown THE SPIRITUAL REALM, IS CONDEMNED WITHIN THE MENTAL DOORS OF OF HIS MIND. The heavens can live on through our torment. "
1229,decrepit birth,prelude to the apocalypse,"before time it existed a lifeless barren rock orbiting perpetually the sphere of light incubating life upon the jewel of omnipotence  harmony (balanced with/with chaos)  instinctual process learning continuous calling upon effort to survive as a whole  life brings forth life through will and determination trial, error the teaching of experience  generating growth the catalyst stimulating evolution blood the color of a new beginning  an era emerges and through the farthest reaches of the earth consciousness expanded, one dimensional standing contradicting to it's very nature  and through time evolution birthed a paradox two truths contradict but both exist nature-reality and evolution imaginary thoughts spawned fictitious lie. "
1230,decrepit birth,and time begins,"the eye is opening jupiter hangs - suspended like a tear shed upon the face of the times before us  visions manifest right before my very eyes i see thoughts  my inspirations empower one another bridging matter and spirit the art of temperance - to bring about change before the sacred keys - are gone from us forever  i see beyond the black and silver sphere about to complete it's cycle  pieces-thousands upon thousands come together i reflect upon the images, the symbols and their meaning retrograde - times to come - twilight - the passing of time, begins slowly forming ...structure  finding warmth within it's darkness i stare upon the moon - which has dilated in full it's cycle again complete, the message is shinning through transparent clouds  it's eprivesence highlights a halo of blood, a warm wind blows i prophesize - a will not mine a curse from which mankind will never rise  i've come to understand - the visions that are placed upon me a perception of thought beyond the infinite the vision i see torments me.  a testament of the age, man will witness creation change continuation - the first measurement of time begin the cycle new exposed- the light of other dimensions time is renewed.  successful division of a single atom  ...and so i see mans' prophecies were all lies, arrogantly he had lied to himself, the ancient powers reclaim the earth ascending, i look down upon what use to be my body ...and i see jupiter... as it bleeds from my eye "
1231,decrepit birth,symbiosis,"Eternally connected to the energies of existence* Subconscious link of consciousness The golden light that makes us all one soul One thought One beginning One center of focus Pasts, present, futures Existing in the moment Sequences of existence inner-twine Feel my light touch thee The dreams of life awaken inside Transcend the lies Live for your dream Open your mind and see One soul, one thought, one mind Evolution of understanding Attain the wisdoms Knowledge eternal I reach out and touch your mind I reveal the secrets before your eyes Look into my eyes and you see yourself I look into you and I see god We hold the keys to the wisdoms To the secrets and mysteries within Witness the light of the new worlds Evolution of consciousness Converging the ancient forces Behold the thought universal Eternal unity of energies... "
1232,decrepit birth,the living doorway,"Through the realms of time and space Exists a portal of the mind To return unto dimensions Once inhabited by souls of divinity Now through my grace I dominate the will to reveal Destinies of the others Who once inhabit this world Within my unconsciousness I project the emerging unity of Energy To absorb their experiences And claim them mine I hold the key To my kingdom And fulfill my greed, I rule as one Visions intertwine The immortal energies combine Condemned eternally, to be forever Reborn... Transcending this immortal dimension Into the darker realms of light. Drifting forward Endless knowledge Thought and life. And only I am the doorway to Re-existence. "
1233,decrepit birth,reflection of emotions,"I was... I am... and will, forever be... Reflections of time that once was And time that will carry all on... Parallels dimensions cross within me. I reflect... The eye opens wide my visions of omnipotence and understanding Falling into and out of existence, As light surrounds my soul. I see the pain of innocence and the guilt of sin Billions of aeons joined together through me To recreate matter And bring forth solitude to my elite Follow my light And we will All is as one. To learn from the past And give to the future A perfect concept Will bring your energies to me Pain and pleasure redefined Anger and forgiveness no longer disported All questions answered All symbols of life removed To better serve my purpose. And so I am. Reflection of Emotion will Manifest into the existence of my infinity... Life after life. "
1234,decrepit birth,solar impulse,"Bring me forward through time* Take me beyond eternal light Into another dimension Gravitational Singularity... I see my soul drifting onward Looking back through this rift in time Different, yet the same Close my eyes, and take my last breath Drifting... Further... "
1235,decrepit birth,the resonance,Repercussion* Living pulse... the birth of light Forward evolution into destinies Echo of beginnings... time... space... matter... Pineal alchemies awaken the dream of imagination The dream of dreams... of everything The synapse Within the mind Of creation Countless stars are born Mirrored by worlds within The living suns of eternities... light Force of gravity The eternal core Universal center The micro-physics of subatomic relativity One/soul eternal branching outward replicating itself through repetition Unknown ancient forces Energies released... Emerging of polarity's frequencies of thought The patterns deform Balanced in the paradox of... contradictions Harmony Mirroring Symbiosis of opposing elements Coexisting creations of synergy Reproduction living matter The displacement of existence Casting thought across the figments of time Voices cry throughout the multi-verse Living vibrations resound The wake of the eternal constant 
1236,decrepit birth,shroud of impurity,"the shroud transcends crippling all in it's path corrupting the hearts of man segregation of souls  the ageless form emerges the ancient powers, unbound by time bestowing judgment - infinite reign  (time/few will live) (times/to congregate) (half of time/in opposition) the prophecy becomes  duality within, mirroring dimensions  a division of two separate truths both must be, pure, impure (human beings, mutilated/sacrificing human beings) for belief balance of powers, unbalanced. desecration of time  atmospheric layers dissolve blackened ash shrouds the sky  overshadowed by the now  desecrated creation all that was has come to pass wrongs that can not be undone earth is altered "
1237,decrepit birth,a departure of the sunignite the tesla coil,Voices coalesce into form* Hearing the whispers of... eternities Silent voices inside of me Fragmented Visions of my past lives Return Recall the images Thoughts awaken in me Questioning my sense of reason Hearing my lost memories Guided by my sense of purpose Forward into destiny I consume the portal I transcend the veil... light I transfigure into... origins I see my body transforming before me Emerging into the four faces of god Into the rift To touch the outer worlds Drifting the planes outside dimension Within the living dream of divine sight Behold the temple... resurrected The constellation has risen Awaking the keepers of the magnetic arch of time Transform into existence and light The calculation of cosmic alignments Rebirth of the sol in galactic horizons Reformation... the five planes of the earth Altering the eternal harmonics of the creation Written constellations Rebirth of our consciousness Memories of self diminish Essence of creation Birthed again Symbol of infinity Through the time continuum Birthed again of the ancient ones Transforms into light existence Erosion of energies Through our all Birthed again Finite... countless minds Paralleled within the spectrum of my imagination One image of ageless form The seed of light and the seed of time Returns to one Life is reborn again 
1238,decrepit birth,thought beyond infinity,"The void of unexistance, Seeps the lies of humanity The holy ground, our earth of the physical as the cross erodes through the vortex of the nothing I walk amongst the flesh - unknown I reflect the aura - of the future, through my being. As the cycle will be stopped and a mirror of humanity will be viewed Epoch of spiritual consciousness The circle consumes as life spiritual begins the quest for oneness Without the sign of god Destination, all knowledge - our uncreation to respawn the birth of the next I am the chosen - Incantate power of my will Break the cycle of the earth condemned - begin I evolve the soul of man, and the light of his son is I (recreated/re-envisioned) Recreated through the astral order Of the universal comprehension As we unite without the boundaries of the cross and we are surrounded by the parallel cycles of life infinity I AM YOUR KINGDOM OF GOD... "
